URL,Heading,Date,HTML Content,Text
https://www.ifa.ie/farm-sectors/ifa-will-not-be-intimidated-by-legal-threats/,IFA Will Not Be Intimidated by Legal Threats,14 March 2021,"<div class=""single-content"">
<p>IFA President Tim Cullinan said IFA will not be deterred by legal threats from Lidl in relation to an advertisement which appeared in the Sunday Independent today.</p>
<p>“We have noted the legal threat from Lidl reported in the media this evening. We will not be intimidated by this,” he said.</p>
<p>“Everything in the advert is 100% accurate. Lidl have a label saying ‘Coolree Creamery’ on their milk. There is no such creamery,” he said.</p>
<p>Instead of threats and bluster, Lidl and Aldi should give an immediate commitment to discontinue this labelling strategy and display the name of the actual dairies that supply them on their labels.</p>
<p>In general, retailers are trying to destroy farmer-owned brands by creating their own labels. Suggesting that the milk is produced by creameries and dairies which don’t actually exist is completely misleading and we fully stand over the advert. We will not be intimidated by legal threats,” he said.</p>
</div>","
IFA President Tim Cullinan said IFA will not be deterred by legal threats from Lidl in relation to an advertisement which appeared in the Sunday Independent today.
“We have noted the legal threat from Lidl reported in the media this evening. We will not be intimidated by this,” he said.
“Everything in the advert is 100% accurate. Lidl have a label saying ‘Coolree Creamery’ on their milk. There is no such creamery,” he said.
Instead of threats and bluster, Lidl and Aldi should give an immediate commitment to discontinue this labelling strategy and display the name of the actual dairies that supply them on their labels.
In general, retailers are trying to destroy farmer-owned brands by creating their own labels. Suggesting that the milk is produced by creameries and dairies which don’t actually exist is completely misleading and we fully stand over the advert. We will not be intimidated by legal threats,” he said.
"
https://www.ifa.ie/campaigns/retailers-strategy-on-fresh-milk-driving-farmers-out-of-business-ifa/,Retailers’ Strategy on Fresh Milk Driving Farmers Out of Business,14 March 2021,"<div class=""single-content"">
<blockquote class=""wp-block-quote is-style-default""><p>Phantom creameries and dairies being used by Lidl and Aldi to mislead consumers</p></blockquote>
<p>The IFA President Tim Cullinan has criticised retailers Aldi and Lidl for their aggressive and misleading strategy to drag down the price paid to fresh milk producers.</p>
<p>“If it continues unchecked, there is a risk of a shortage of milk on shop shelves over the winter months,” Tim Cullinan said.</p>
<p>“The two retailers sell milk under the ‘Coolree Creamery’ and the ‘Clonbawn Irish Dairy’ brands. Yet neither creamery or dairy exist. Using these phantom local-sounding dairies and creameries is a marketing sleight-of-hand aimed at convincing consumers that they are buying local,” he said.</p>
<p>“Lidl and Aldi should put the brand of the actual dairy/creamery where they source their milk on the carton, not fictitious dairies and creameries designed to purposefully mislead consumers. There should be full transparency,” he said. </p>
<p>The expansion of Aldi and Lidl has coincided with the move away from established brands and it has led to a sharp reduction in the retail price, which has put downward pressure on the price paid to farmers. This has led to a 25% reduction in the number of specialist fresh milk producers. These farmers have to milk their cows 365 days of the year often with two calving seasons. </p>
<p>According to the National Milk Agency, the producer share of the final price has also fallen from 43% to 34% since 1995, a trend which is leading to an exodus from year-round production.</p>
<p>IFA Liquid Milk Chairman Keith O’Boyle said the National Dairy Council (NDC) logo is the only guarantee consumers have that the milk they are buying is produced and processed in the Republic of Ireland.</p>
<p>“Retailers which continue to drive down the price will ultimately drive more farmers out of business. Their policy of squeezing dairy processors and farmers to achieve footfall is totally unsustainable. If these farmers don’t keep milking all year round, we will have a shortage of milk over the winter months,” he said.</p>
<p>IFA’s campaign – <a href=""https://www.ifa.ie/campaigns/support-farmer-owned-branded-milk/"">https://www.ifa.ie/campaigns/support-farmer-owned-branded-milk/</a> – was launched this weekend and is aimed at securing a fair price for those farmers who have a year-round system that incurs higher costs.</p>
<p>IFA will be looking to the new Food Ombudsman’s office to carry out a forensic investigation of the labelling and margins in the milk chain.</p>
</div>","
Phantom creameries and dairies being used by Lidl and Aldi to mislead consumers
The IFA President Tim Cullinan has criticised retailers Aldi and Lidl for their aggressive and misleading strategy to drag down the price paid to fresh milk producers.
“If it continues unchecked, there is a risk of a shortage of milk on shop shelves over the winter months,” Tim Cullinan said.
“The two retailers sell milk under the ‘Coolree Creamery’ and the ‘Clonbawn Irish Dairy’ brands. Yet neither creamery or dairy exist. Using these phantom local-sounding dairies and creameries is a marketing sleight-of-hand aimed at convincing consumers that they are buying local,” he said.
“Lidl and Aldi should put the brand of the actual dairy/creamery where they source their milk on the carton, not fictitious dairies and creameries designed to purposefully mislead consumers. There should be full transparency,” he said. 
The expansion of Aldi and Lidl has coincided with the move away from established brands and it has led to a sharp reduction in the retail price, which has put downward pressure on the price paid to farmers. This has led to a 25% reduction in the number of specialist fresh milk producers. These farmers have to milk their cows 365 days of the year often with two calving seasons. 
According to the National Milk Agency, the producer share of the final price has also fallen from 43% to 34% since 1995, a trend which is leading to an exodus from year-round production.
IFA Liquid Milk Chairman Keith O’Boyle said the National Dairy Council (NDC) logo is the only guarantee consumers have that the milk they are buying is produced and processed in the Republic of Ireland.
“Retailers which continue to drive down the price will ultimately drive more farmers out of business. Their policy of squeezing dairy processors and farmers to achieve footfall is totally unsustainable. If these farmers don’t keep milking all year round, we will have a shortage of milk over the winter months,” he said.
IFA’s campaign – https://www.ifa.ie/campaigns/support-farmer-owned-branded-milk/ – was launched this weekend and is aimed at securing a fair price for those farmers who have a year-round system that incurs higher costs.
IFA will be looking to the new Food Ombudsman’s office to carry out a forensic investigation of the labelling and margins in the milk chain.
"
https://www.ifa.ie/farm-sectors/milk-price-has-to-reflect-buoyant-dairy-markets/,Milk Price Has to Reflect Buoyant Dairy Markets,10 March 2021,"<div class=""single-content"">
<p>IFA Dairy Chairman Stephen Arthur said co-ops must move to increase prices. </p>
<p>“All market indications are positive. We will not tolerate any attempts by processors to dampen the strong trends underpinning milk price,” he said.</p>
<p>He made his comments following the fixed milk price scheme announced by Kerry yesterday.</p>
<p>Kerry is offering 34.8cpl (VAT incl) at 3.3% protein and 3.6% butterfat for milk supplied from March to October this year.</p>
<p>“European and world dairy market prices continue to strengthen as processors meet to decide milk price for February.  Global markets are now buoyant. If processors don’t move immediately, it will be a kick in the teeth for farmers,” he said. </p>
<p>Butter, Skim Milk Powder (SMP) and Whey prices continue to increase across the globe after the price surge witnessed at the latest GDT auction last week. European butter prices continue to strengthen with a substantial increase in wholesale prices evident over the past month.</p>
<p>“There is plenty of scope for dairy product prices to further increase here as European prices follow global trends,” said Stephen Arthur.</p>
</div>","
IFA Dairy Chairman Stephen Arthur said co-ops must move to increase prices. 
“All market indications are positive. We will not tolerate any attempts by processors to dampen the strong trends underpinning milk price,” he said.
He made his comments following the fixed milk price scheme announced by Kerry yesterday.
Kerry is offering 34.8cpl (VAT incl) at 3.3% protein and 3.6% butterfat for milk supplied from March to October this year.
“European and world dairy market prices continue to strengthen as processors meet to decide milk price for February.  Global markets are now buoyant. If processors don’t move immediately, it will be a kick in the teeth for farmers,” he said. 
Butter, Skim Milk Powder (SMP) and Whey prices continue to increase across the globe after the price surge witnessed at the latest GDT auction last week. European butter prices continue to strengthen with a substantial increase in wholesale prices evident over the past month.
“There is plenty of scope for dairy product prices to further increase here as European prices follow global trends,” said Stephen Arthur.
"
https://www.ifa.ie/policy-areas/dairy-council-report-march-2020/,Dairy Council Report March 2021,9 March 2021,"<div class=""single-content"">
<h2><strong>Milk Price </strong> </h2>
<p>The Ornua PPI for February is due this week. For January the PPI was 107.3 The Ornua Value Payment was worth €0.9m. Taking account of this, the IFA adjusted PPI amounts to 33.9 c/L, including VAT.  </p>
<p>The Farmgate price paid for milk (3.6% fat and 3.3.% protein) listed below ranged from 32 c/L to 35c/L, including bonuses and VAT (at the new rate 5.6%).  </p>
<figure class=""wp-block-table is-style-stripes""><div style=""overflow-x:auto;""><table border=""1""><tbody><tr><td><strong>Processor</strong> </td><td><strong>PROTEIN €/kg </strong></td><td><strong>% Protein</strong> </td><td><strong>c/L protein value  </strong></td><td><strong>FAT €/kg</strong> </td><td><strong>% Fat</strong> </td><td><strong>c/L fat value</strong>  </td><td><strong>‘C’ charge</strong> </td><td><strong>A+B-C </strong></td><td><strong>Bonus</strong> </td><td><strong>VAT excl. </strong></td><td><strong>VAT</strong>  </td><td><strong>VAT incl. </strong></td></tr><tr><td>DAIRYGOLD </td><td>5.99 </td><td>3.30 </td><td>20.37 </td><td>3.66 </td><td>3.60 </td><td>13.58 </td><td>4.00 </td><td>29.96 </td><td>0.65 </td><td>30.61 </td><td>1.71 </td><td>32.32 </td></tr><tr><td>KERRY </td><td>5.84 </td><td>3.30 </td><td>19.85 </td><td>3.90 </td><td>3.60 </td><td>14.46 </td><td>4.00 </td><td>30.31 </td><td>0.5 </td><td>30.81 </td><td>1.73 </td><td>32.54 </td></tr><tr><td>LAKELAND </td><td>6.46 </td><td>3.30 </td><td>21.95 </td><td>3.29 </td><td>3.60 </td><td>12.19 </td><td>3.50 </td><td>30.64 </td><td>1 </td><td>31.64 </td><td>1.77 </td><td>33.41 </td></tr><tr><td>GLANBIA </td><td>6.06 </td><td>3.30 </td><td>20.60 </td><td>3.36 </td><td>3.60 </td><td>12.46 </td><td>4.00 </td><td>29.06 </td><td>4.19 </td><td>33.24 </td><td>1.86 </td><td>35.10 </td></tr><tr><td>AURIVO  </td><td>6.06 </td><td>3.30 </td><td>20.60 </td><td>3.61 </td><td>3.60 </td><td>13.39 </td><td>4.25 </td><td>29.73 </td><td>0.44 </td><td>30.17 </td><td>1.69 </td><td>31.86 </td></tr><tr><td>BARRYROE </td><td>6.00 </td><td>3.30 </td><td>20.38 </td><td>4.00 </td><td>3.60 </td><td>14.82 </td><td>4.00 </td><td>31.21 </td><td>0.88 </td><td>32.09 </td><td>1.80 </td><td>33.89 </td></tr><tr><td>ARRABAWN </td><td>6.41 </td><td>3.30 </td><td>21.79 </td><td>3.16 </td><td>3.60 </td><td>11.72 </td><td>3.35 </td><td>30.15 </td><td>0.2 </td><td>30.35 </td><td>1.70 </td><td>32.05 </td></tr><tr><td>DRINAGH </td><td>5.95 </td><td>3.30 </td><td>20.22 </td><td>3.97 </td><td>3.60 </td><td>14.70 </td><td>3.55 </td><td>31.37 </td><td>0.88 </td><td>32.25 </td><td>1.81 </td><td>34.06 </td></tr></tbody></table></div></figure>
<p>Spot prices for commodities are positive across each of the market indicators.  </p>
<figure class=""wp-block-table is-style-stripes""><div style=""overflow-x:auto;""><table border=""1""><tbody><tr><td> </td><td><strong>Butter</strong> </td><td><strong>SMP</strong> </td><td><strong>Cheese</strong> </td></tr><tr><td>GDT – 16<sup>th</sup> Feb </td><td>€4256 (2%) </td><td>€2661 (0.3%) </td><td>€3541 (2.4%) </td></tr><tr><td>EU MMO – 21<sup>st</sup> Feb </td><td>€3580 (2.2%) </td><td>€2350 (0.9%) </td><td>€3070 (-0.1%) </td></tr></tbody></table></div></figure>
<h2><strong>3.4/4.2% Milk price Quotation </strong> </h2>
<p>The IFA Dairy committee has clearly outlined its opposition to the proposed change to base price quotations.  </p>
<ul><li>IFA have not been consulted on this potential change nor have suppliers been adequately informed.  </li><li>IFA see no merit in this unnecessary change as it will only cause more confusion amongst suppliers regarding milk price.  </li></ul>
<ul><li>There is potential that any gains in improving milk solids at farm level could be masked and subsequently eroded over time under the new pricing structure. In addition depending on how it is applied, it could reduce any bonus paid which are adjusted for constituents.  </li><li>Instead IFA recommend to continue quote milk price at 3.3/3.6 or alternatively to provide greater transparency quote milk price on a per kilo of milk solids basis for fat and protein.  </li><li>IFA has written to all milk processors stating its position and has requested that the letter be read out at the next round of board meeting. It appears that the letter was read out at some board meetings but not all.  </li><li>It has come to light that in its first month of differential price reporting, Dairygold made a critical error in reporting the milk price at 3.4/4.2% in its supplier statements.  </li></ul>
<h2><strong>Dairy Beef Scheme </strong> </h2>
<ul><li>Application period expected to open at the end of March/beginning of April. </li><li>Current proposals are as follows: </li></ul>
<ul><li>Proposed €20 per calf weighed </li><li>Maximum payment would be on 20 calves per herd.  </li><li>Enough funding for 250k calves, approx. 900k would be eligible  </li></ul>
<ul><li>All breeds of calves currently eligible  </li><li>Ambition within the Dept. to build upon these schemes </li></ul>
<h2><strong>IFA Dairy Vulnerability Analysis </strong> </h2>
<p>The IFA Dairy Vulnerability Analysis was published in January. Some key statistics worth nothing: </p>
<ul><li>Since 2015, over €2.2bn has been invested by dairy farmers and over €1.3bn has been invested by milk processors </li></ul>
<ul><li>When adjusted for labour, dairy income is marginally below the average industrial wage at €48,049  </li><li>The return on assets for Irish farms is below the EU average at 4.4%  </li><li>Any reduction in milk price or fertilisation rates has the potential to reduce farm incomes by 10-20%  </li><li><a href=""https://kz8gz1ero0r33u0gx211vaey-wpengine.netdna-ssl.com/wp-content/uploads/2021/01/IFA-Dairy-Vulnerability-Assessment.pdf"" rel=""noreferrer noopener"" target=""_blank"">The report is available here.</a>   </li></ul>
</div>","
Milk Price  
The Ornua PPI for February is due this week. For January the PPI was 107.3 The Ornua Value Payment was worth €0.9m. Taking account of this, the IFA adjusted PPI amounts to 33.9 c/L, including VAT.  
The Farmgate price paid for milk (3.6% fat and 3.3.% protein) listed below ranged from 32 c/L to 35c/L, including bonuses and VAT (at the new rate 5.6%).  
Processor PROTEIN €/kg % Protein c/L protein value  FAT €/kg % Fat c/L fat value  ‘C’ charge A+B-C Bonus VAT excl. VAT  VAT incl. DAIRYGOLD 5.99 3.30 20.37 3.66 3.60 13.58 4.00 29.96 0.65 30.61 1.71 32.32 KERRY 5.84 3.30 19.85 3.90 3.60 14.46 4.00 30.31 0.5 30.81 1.73 32.54 LAKELAND 6.46 3.30 21.95 3.29 3.60 12.19 3.50 30.64 1 31.64 1.77 33.41 GLANBIA 6.06 3.30 20.60 3.36 3.60 12.46 4.00 29.06 4.19 33.24 1.86 35.10 AURIVO  6.06 3.30 20.60 3.61 3.60 13.39 4.25 29.73 0.44 30.17 1.69 31.86 BARRYROE 6.00 3.30 20.38 4.00 3.60 14.82 4.00 31.21 0.88 32.09 1.80 33.89 ARRABAWN 6.41 3.30 21.79 3.16 3.60 11.72 3.35 30.15 0.2 30.35 1.70 32.05 DRINAGH 5.95 3.30 20.22 3.97 3.60 14.70 3.55 31.37 0.88 32.25 1.81 34.06 
Spot prices for commodities are positive across each of the market indicators.  
 Butter SMP Cheese GDT – 16th Feb €4256 (2%) €2661 (0.3%) €3541 (2.4%) EU MMO – 21st Feb €3580 (2.2%) €2350 (0.9%) €3070 (-0.1%) 
3.4/4.2% Milk price Quotation  
The IFA Dairy committee has clearly outlined its opposition to the proposed change to base price quotations.  
IFA have not been consulted on this potential change nor have suppliers been adequately informed.  IFA see no merit in this unnecessary change as it will only cause more confusion amongst suppliers regarding milk price.  
There is potential that any gains in improving milk solids at farm level could be masked and subsequently eroded over time under the new pricing structure. In addition depending on how it is applied, it could reduce any bonus paid which are adjusted for constituents.  Instead IFA recommend to continue quote milk price at 3.3/3.6 or alternatively to provide greater transparency quote milk price on a per kilo of milk solids basis for fat and protein.  IFA has written to all milk processors stating its position and has requested that the letter be read out at the next round of board meeting. It appears that the letter was read out at some board meetings but not all.  It has come to light that in its first month of differential price reporting, Dairygold made a critical error in reporting the milk price at 3.4/4.2% in its supplier statements.  
Dairy Beef Scheme  
Application period expected to open at the end of March/beginning of April. Current proposals are as follows: 
Proposed €20 per calf weighed Maximum payment would be on 20 calves per herd.  Enough funding for 250k calves, approx. 900k would be eligible  
All breeds of calves currently eligible  Ambition within the Dept. to build upon these schemes 
IFA Dairy Vulnerability Analysis  
The IFA Dairy Vulnerability Analysis was published in January. Some key statistics worth nothing: 
Since 2015, over €2.2bn has been invested by dairy farmers and over €1.3bn has been invested by milk processors 
When adjusted for labour, dairy income is marginally below the average industrial wage at €48,049  The return on assets for Irish farms is below the EU average at 4.4%  Any reduction in milk price or fertilisation rates has the potential to reduce farm incomes by 10-20%  The report is available here.   
"
https://www.ifa.ie/farm-sectors/boost-for-irish-food-exports-from-eu-us-trade-agreement/,Boost for Irish Food Exports From EU-US Trade Agreement,5 March 2021,"<div class=""single-content"">
<p>IFA President Tim Cullinan said the resumption of normal trade between the EU and the United States is an important development for some of our premium food exports.</p>
<p>“As an export-oriented sector, it’s vital that barriers are removed from some of our most valuable markets. We send over €400m worth of butter, cheese and liqueurs to the US market, where they command a strong price based on consumer demand for quality products,” he said.</p>
<p>Irish farmers rely on these markets to underpin the price they receive for their work and investment.</p>
<p>Tim Cullinan said he hoped this signalled a new relationship between the two trading blocs, and looked forward to increasing the opportunities for Irish food exports.</p>
</div>","
IFA President Tim Cullinan said the resumption of normal trade between the EU and the United States is an important development for some of our premium food exports.
“As an export-oriented sector, it’s vital that barriers are removed from some of our most valuable markets. We send over €400m worth of butter, cheese and liqueurs to the US market, where they command a strong price based on consumer demand for quality products,” he said.
Irish farmers rely on these markets to underpin the price they receive for their work and investment.
Tim Cullinan said he hoped this signalled a new relationship between the two trading blocs, and looked forward to increasing the opportunities for Irish food exports.
"
https://www.ifa.ie/farm-sectors/processors-have-to-increase-milk-price-to-reflect-strong-markets/,Processors Have to Increase Milk Price to Reflect Strong Markets,4 March 2021,"<div class=""single-content"">
<p>IFA Dairy Chairman Stephen Arthur said the latest PPI is further confirmation of strengthening dairy markets.</p>
<p>“Now is the time to increase milk price.  Processors need to step up and deliver a higher price. Input costs are soaring and farmers need a rise in price immediately,” he said.</p>
<p>Following the 15% rise in the GDT on Tuesday, the Ornua PPI for February is 108.5, up from 107.3 the previous month.</p>
<p>The increase is driven by stronger butter and powder returns, which was also seen in the GDT. When adjusted to include the ‘Ornua Value Payment’, the PPI equates to 34.99cpl.</p>
<p>“Seasonal bonuses should not distract from the base price.  The base price has to rise now to reflect market returns,” he said.</p>
</div>","
IFA Dairy Chairman Stephen Arthur said the latest PPI is further confirmation of strengthening dairy markets.
“Now is the time to increase milk price.  Processors need to step up and deliver a higher price. Input costs are soaring and farmers need a rise in price immediately,” he said.
Following the 15% rise in the GDT on Tuesday, the Ornua PPI for February is 108.5, up from 107.3 the previous month.
The increase is driven by stronger butter and powder returns, which was also seen in the GDT. When adjusted to include the ‘Ornua Value Payment’, the PPI equates to 34.99cpl.
“Seasonal bonuses should not distract from the base price.  The base price has to rise now to reflect market returns,” he said.
"
https://www.ifa.ie/farm-sectors/strong-gdt-cannot-be-ignored-by-co-ops/,Strong GDT Cannot Be Ignored By Co-ops,2 March 2021,"<div class=""single-content"">
<p>IFA Dairy Chairman Stephen Arthur said co-ops cannot ignore the trends in the latest GDT auction, which has recorded a dramatic jump in commodity prices.</p>
<p>“This rise in commodity prices is equivalent to a farmgate price of over 40c/l for farmers. Movements south of the equator point to a very positive outlook in milk price for 2021.  As we approach peak, we will not tolerate processors playing down the price.  There is plenty of scope for milk price to rise in the next few months,” he said.</p>
<p>The major highlight from today’s auction was the 21% jump in whole milk powders to €3,625.</p>
<p>Butter is up by 13.7% to €4,839, while prices for cheese showed modest growth of 1.3% to €3,555.</p>
<p>There has been a surge in dairy imports by China, matched with weaker than expected milk supplies from New Zealand and Australia leading to tighter supplies in the Southern hemisphere.</p>
</div>","
IFA Dairy Chairman Stephen Arthur said co-ops cannot ignore the trends in the latest GDT auction, which has recorded a dramatic jump in commodity prices.
“This rise in commodity prices is equivalent to a farmgate price of over 40c/l for farmers. Movements south of the equator point to a very positive outlook in milk price for 2021.  As we approach peak, we will not tolerate processors playing down the price.  There is plenty of scope for milk price to rise in the next few months,” he said.
The major highlight from today’s auction was the 21% jump in whole milk powders to €3,625.
Butter is up by 13.7% to €4,839, while prices for cheese showed modest growth of 1.3% to €3,555.
There has been a surge in dairy imports by China, matched with weaker than expected milk supplies from New Zealand and Australia leading to tighter supplies in the Southern hemisphere.
"
https://www.ifa.ie/farm-sectors/the-future-ownership-of-kerry-agri-business/,The Future Ownership of Kerry Agri-Business Online Meeting,12 February 2021,"<div class=""single-content"">
<p>IFA held two open online farmer meetings regarding the future ownership of Kerry agri-business on Wednesday 17th, and Thursday 18th of February 2021. </p>
<p>The meeting was chaired by IFA President Tim Cullinan and a presentation on the topic was delivered by IFA Chief Economist/ Policy Director, Tadhg Buckley.</p>
<h3>Presentation by Tadhg Buckley, IFA Chief Economist/Director of Policy</h3>
<p><strong>Listen below to audio from the meeting</strong>.</p>
<figure class=""wp-block-audio""><audio controls="""" src=""https://kz8gz1ero0r33u0gx211vaey-wpengine.netdna-ssl.com/wp-content/uploads/2021/02/RKIFA.mp3""></audio></figure>
<p><strong>Overview of Kerry Agri-Business Presentation </strong></p>
<figure class=""wp-block-embed aligncenter is-type-rich is-provider-slideshare wp-block-embed-slideshare wp-embed-aspect-1-1 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
<iframe allowfullscreen="""" frameborder=""0"" height=""356"" loading=""lazy"" marginheight=""0"" marginwidth=""0"" scrolling=""no"" src=""https://www.slideshare.net/slideshow/embed_code/key/xm2CSQAFmtlOio"" style=""border:1px solid #CCC; border-width:1px; margin-bottom:5px; max-width: 100%;"" title=""IFA Online Meeting: Kerry Agribusiness Overview"" width=""427""> </iframe> <div style=""margin-bottom:5px""> <strong> <a href=""https://www.slideshare.net/IrishFarmers/ifa-online-meeting-kerry-agribusiness-overview"" target=""_blank"" title=""IFA Online Meeting: Kerry Agribusiness Overview"">IFA Online Meeting: Kerry Agribusiness Overview</a> </strong> from <strong><a href=""https://www.slideshare.net/IrishFarmers"" target=""_blank"">IrishFarmers</a></strong> </div>
</div></figure>
<p></p>
</div>","
IFA held two open online farmer meetings regarding the future ownership of Kerry agri-business on Wednesday 17th, and Thursday 18th of February 2021. 
The meeting was chaired by IFA President Tim Cullinan and a presentation on the topic was delivered by IFA Chief Economist/ Policy Director, Tadhg Buckley.
Presentation by Tadhg Buckley, IFA Chief Economist/Director of Policy
Listen below to audio from the meeting.

Overview of Kerry Agri-Business Presentation 

    IFA Online Meeting: Kerry Agribusiness Overview  from IrishFarmers 


"
https://www.ifa.ie/markets-and-prices/fertiliser-market-update-10th-feb/,Fertiliser Market Update 10th Feb,10 February 2021,"<div class=""single-content"">
<p>The price ranges below reflect fertiliser prices as reported by IFA members, from different regions in the month of January. Since the beginning of February prices have increased by an average of €20 to €30/t across most fertilisers. </p>
<p><strong>Irish Farmgate Fertiliser Prices (bagged, delivered)</strong></p>
<figure class=""wp-block-table is-style-stripes""><table border=""1""><tbody><tr><td><strong>Product</strong></td><td><strong>Min (€/t)</strong></td><td><strong>Max (€/t)</strong></td></tr><tr><td>Urea (granular)</td><td>315</td><td>335</td></tr><tr><td>Urea (protected)</td><td>350</td><td>375</td></tr><tr><td>CAN</td><td>210</td><td>245</td></tr><tr><td>18-6-12</td><td>320</td><td>330</td></tr><tr><td>SulCAN</td><td>205</td><td>220</td></tr><tr><td>10-10-20</td><td>340</td><td>370</td></tr><tr><td>Pasture Sward</td><td>310</td><td>330</td></tr><tr><td>Cut Sward </td><td>320</td><td>345</td></tr></tbody></table></figure>
<p>There is a significant variation in fertiliser prices across the country ranging from €10/t to €30/t. The keenest quotes are for volume orders and or near cash deals. In many cases, bulk purchase and self-collection reduce prices by €10-20/t. However, some merchants are offering extended credit terms in order to secure good business. Buyer groups in many instances are securing discounts on the above quotes. </p>
</div>","
The price ranges below reflect fertiliser prices as reported by IFA members, from different regions in the month of January. Since the beginning of February prices have increased by an average of €20 to €30/t across most fertilisers. 
Irish Farmgate Fertiliser Prices (bagged, delivered)
ProductMin (€/t)Max (€/t)Urea (granular)315335Urea (protected)350375CAN21024518-6-12320330SulCAN20522010-10-20340370Pasture Sward310330Cut Sward 320345
There is a significant variation in fertiliser prices across the country ranging from €10/t to €30/t. The keenest quotes are for volume orders and or near cash deals. In many cases, bulk purchase and self-collection reduce prices by €10-20/t. However, some merchants are offering extended credit terms in order to secure good business. Buyer groups in many instances are securing discounts on the above quotes. 
"
https://www.ifa.ie/farm-sectors/deliberate-attempt-by-dii-to-undermine-milk-price/,Deliberate Attempt by DII to Undermine Milk Price,9 February 2021,"<div class=""single-content"">
<p>The acting Chairman of the IFA Dairy Committee Stephen Arthur has condemned DII (Dairy Industry Ireland) proposals to change base milk price quotations.</p>
<p>Under the proposal, base milk price quotations will change from 3.3% Protein/3.6% Butterfat to 3.4% Protein/4.2% Butterfat.</p>
<p>Last week, IFA wrote to all milk processors outlining our opposition to the proposed change and requested that the letters be read out at all milk processor board of management meetings next month.</p>
<p>“The representative structure of milk processors is being undermined by management. Farmers have been side-lined.  There is no consultation with elected representatives,” he said.</p>
<p>“This is a change sought solely by management, not by suppliers, and must be reversed.  It’s all for optics. Processors want to look like they are paying more for milk when nothing has changed – we are still getting the same price for our milk as we did 25 years ago,” he said.</p>
<p>To enhance transparency, IFA is advocating that milk price should be stated on a €/kg Milk solids basis.</p>
<p>“The real threat from this change is that it will erode the gains farmers have made within the farm gate.  Over time, we will end up supplying milk with higher milk solids, but for a lower price,” he concluded.</p>
</div>","
The acting Chairman of the IFA Dairy Committee Stephen Arthur has condemned DII (Dairy Industry Ireland) proposals to change base milk price quotations.
Under the proposal, base milk price quotations will change from 3.3% Protein/3.6% Butterfat to 3.4% Protein/4.2% Butterfat.
Last week, IFA wrote to all milk processors outlining our opposition to the proposed change and requested that the letters be read out at all milk processor board of management meetings next month.
“The representative structure of milk processors is being undermined by management. Farmers have been side-lined.  There is no consultation with elected representatives,” he said.
“This is a change sought solely by management, not by suppliers, and must be reversed.  It’s all for optics. Processors want to look like they are paying more for milk when nothing has changed – we are still getting the same price for our milk as we did 25 years ago,” he said.
To enhance transparency, IFA is advocating that milk price should be stated on a €/kg Milk solids basis.
“The real threat from this change is that it will erode the gains farmers have made within the farm gate.  Over time, we will end up supplying milk with higher milk solids, but for a lower price,” he concluded.
"
