id,created_at,favorite_count,retweet_count,text
1475450138503962628,2021-12-27 12:55:00+00:00,2,1,"The new EU Regulations on veterinary medicines and medicated feed aim to increase the availability of veterinary medicinal products across the #EU and address the #OneHealth, One Welfare challenges of #antimicrobialresistance and antiparasitic resistance
📍https://t.co/wXUPJQ7TTa"
1475437052707573760,2021-12-27 12:03:00+00:00,6,5,"#Reminder 
The annual sheep and goat census takes place on Friday, December 31.

✉️Postal forms must arrive to us no later than Monday, January 31, 2022

💻Online forms via https://t.co/fBFpQMaAE2 must be returned by Monday, February  14, 2022. https://t.co/3TLJfsflFa"
1475413984580882434,2021-12-27 10:31:20+00:00,1,0,"Minister McConalogue announces funding for National Agricultural Soil Carbon Observatory

 https://t.co/rdcJXKph6M"
1475087247296901120,2021-12-26 12:53:00+00:00,4,4,"How to spot #birdflu in your flock 🐓
Symptoms include:
🐔swollen head
🦆discolouration of neck and throat
🐤loss of appetite
🦃respiratory distress
🐓diarrhoea
🥚fewer eggs laid
These symptoms vary between species
Learn more on how to prevent #birdflu at https://t.co/y7fIA7StAF"
1474671759592935426,2021-12-25 09:22:00+00:00,17,2,Wishing you all a happy and peaceful Christmas and a Happy New Year 🎄🎄 https://t.co/8PHH1sz6o2
1474402233806725132,2021-12-24 15:31:00+00:00,9,0,Nollaig shona agus athbhliain faoi mhaise daoibh go léir 🎄🎄 https://t.co/zQp2KsEYJB
1474360961892974597,2021-12-24 12:47:00+00:00,1,0,"New EU Regulations on veterinary medicines and medicated feed come into force on January 28, 2022

They set out rules for the sale, manufacture, import, export, supply, distribution, advertising, control and use of veterinary medicines and medicated feed
📍https://t.co/wXUPJQ7TTa"
1474045696357588993,2021-12-23 15:54:15+00:00,1,1,"Minister @McConalogue has announced the appointment of Paschal Hayes as Executive Chairperson and member of the Sea Fisheries Protection Authority (#SFPA)

https://t.co/RwC0iJz9jG https://t.co/FhoAO0pl7V"
1473970609528975364,2021-12-23 10:55:53+00:00,0,0,"Ireland helped fund food and household item distribution in #Mozambique through @WFP 

🇲🇿Learn more on #Mozambique food distribution: https://t.co/IKZeNqmKtT

🇮🇪Learn about Ireland's funding: https://t.co/88yZBZIcT0

🌎Read about @WFP assistance: https://t.co/HdcG4MlHan https://t.co/n967oTtZd9"
1473966827898343433,2021-12-23 10:40:51+00:00,5,4,"The investment in #forestry resources and continual improvement has been positive.

✍️A total of 4,035 forestry licenses have issued so far in 2021, which is up almost 60% on last year’s figure of 2,593.

This covered:
🌳4,170 ha of afforestation and 
🛣260km of forest roads https://t.co/46EhFhj37P"
1473966063448694788,2021-12-23 10:37:49+00:00,9,6,"Significant progress has been made on #ProjectWoodland with the volume of timber licensed in 2021 our highest yet in a single year.

By end of 2021, we will have licensed 8.4 million m3, while the forest roads licensed is double the target for the year.

🌳https://t.co/0iY8WWi8wZ https://t.co/QdRWMgdB1d"
1473707459898449928,2021-12-22 17:30:13+00:00,9,4,"An agreement has been reached between the #EU and the #UK on Total Allowable Catches (TACs) for shared stocks in 2022, Minister @McConalogue has announced

It includes haddock, cod, whiting, monkfish, prawns, sole, plaice, horse mackerel and herring🐠🎣
📍 https://t.co/pXhNs1ok89 https://t.co/RnBzbVh972"
1473664802547388420,2021-12-22 14:40:42+00:00,9,5,"Minister @McConalogue announced that this Department has in 2021 provided €28.9 million in international development assistance, which includes an advance payment of Ireland’s 2022 commitment of €25 million to @WFP signed earlier this month.

Breakdown ➡️https://t.co/lZAOjK8Nxf https://t.co/R08OEQTshe"
1473606388941312000,2021-12-22 10:48:36+00:00,1,1,"Through @WFP, Ireland helped to fund the distribution of food rations in #Syria.

📍Read from perspective of two 10-year-old #Syrian refugees in #Egypt: https://t.co/tewLycyojR

@WFP #FightFamine #GlobalFoodCrises #ZeroHunger https://t.co/RWXuUENvjb"
1473573555023589381,2021-12-22 08:38:07+00:00,3,5,"Ministers @McConalogue, @pippa_hackett and @martinheydonfg welcomed the agreement by the government to submit Ireland’s draft #CAP Strategic Plan(CSP) to the @EU_Commission, by the deadline of January 1, 2022, provided for in EU regulations #FutureofCAP

📕https://t.co/E0R8kSD4Wz https://t.co/0TguWHvoCV"
1473315653188730889,2021-12-21 15:33:19+00:00,1,0,"@martinheydonfg @TheHSA @yellowwelliesuk Reflecting on #farmsafety at the end of the year, Minister @martinheydonfg said: “It is only through an ongoing focus on safe behaviours, practices and systems that the rate of serious and fatal incidents on farms can be reduced further.”

Learn more at https://t.co/CUYsjSuMLz"
1473315080666296325,2021-12-21 15:31:02+00:00,6,5,"Farmers are being reminded to remain extra vigilant now for a safe Christmas and to plan ahead for a safe 2022

It is important to take time over the Christmas period to review and update your Farm Risk Assessment document. 

#farmsafety #farmsafely

➡️https://t.co/G1UWfosdI6 https://t.co/cFv55qVZIR"
1473240293805854723,2021-12-21 10:33:52+00:00,10,6,"Are you travelling home this Christmas?🎄✈️⛴

Please don’t risk bringing pork or pork products with you into Ireland from countries affected by African Swine Fever(#ASF).🐖🥓🐷

Learn how to stop the spread of the devastating pig disease.

➡️Go to https://t.co/wuilxEjJOG https://t.co/xjzcbFZGG3"
1473226202324295680,2021-12-21 09:37:52+00:00,10,8,"Ireland helped fund the World Food Programme’s E-voucher distributions in #Iraq.

📕Read about how #coronavirus tested the resilience of Iraq’s displaced people to the limit
➡️https://t.co/urGQM3vBhx

@WFP #FightFoodCrises #GlobalFoodCrises #ZeroHunger #COVID19 #FightFamine https://t.co/YIVN8C4s1v"
1473215784604381185,2021-12-21 08:56:28+00:00,0,2,"A sixth outbreak of #birdflu has been confirmed in a commercial duck flock in north #Monaghan of the highly pathogenic H5N1 variant.
 
Protection and surveillance zones have been extended to mitigate the risk of spread of disease.
📍https://t.co/y7fIA7StAF
https://t.co/F9TwWT9kA8"
1472930285121646598,2021-12-20 14:02:00+00:00,1,0,"#ICYMI
Listen back to our Superintending Veterinary Inspector 
@CarolineGarvan speak to @hqmulligan on 
@RTECountryWide on new #EU Regulations on #veterinary #medicines and #medicated feed coming into force on January 28, 2022.
📍https://t.co/T9ZetYViaH

📻https://t.co/HrzpO3XAya"
1472913474733101064,2021-12-20 12:55:12+00:00,0,0,"The female Holly Blue butterfly lays eggs at the base of holly and ivy flower buds that are growing in warm and sunny conditions. 

The larvae feed mostly on the developing flower buds, berries and leaves.

Look out for them in open woodland, hedgerows, parks and mature gardens🦋"
1472913358043156483,2021-12-20 12:54:44+00:00,1,1,"The Holly Blue butterfly relies on holly and ivy.

The adult butterflies emerge in early spring and a second generation appears in summer. They can be seen congregating around holly in spring and Ivy in the late summer.

Learn more @PollinatorPlan at🦋🦋🦋 https://t.co/JIzhOb9RYW https://t.co/AdD9DzfCHY"
1472864136572850179,2021-12-20 09:39:09+00:00,3,2,"Ireland has helped fund important projects through the World Food Programme.

One of these projects was the cash assistance programme in #Jordan.

📍https://t.co/Rt4qDXEY5F

#FightFamine #FightFoodCrises #GlobalFoodCrises #ZeroHunger #COVID19 @WFP @WFP_UK @Irish_Aid @UNHRD @UN https://t.co/fAcvGWFCJd"
1472858422987182088,2021-12-20 09:16:27+00:00,2,4,"📢Reminder

The deadline to submit all nitrates records in relation to movements of organic manures, temporary movement of animals and short term rental grazing agreements is Friday, December 31, 2021

📍https://t.co/MjfRyJYmIX https://t.co/O8xfgEKLKX"
1472642896335720455,2021-12-19 19:00:01+00:00,1,1,"Some #BeWinterReady tips for farms:

💡Ensure farm is well lit
⚙️Get trained on how to use equipment correctly
📱Always carry a mobile
🗒Plan your work
🧒Supervise kids on farms
✔️look after your wellbeing
🚜Ensure vehicles are serviced

Learn more at https://t.co/osS8toedar https://t.co/RKbdjh5OSu"
1472550028916912129,2021-12-19 12:51:00+00:00,10,5,"It is mandatory to house your birds to help prevent #BirdFlu outbreaks

Poultry or captive bird owners must apply these measures 🦆🐔

📕⚖️Learn how to help prevent #avianinfluenza at https://t.co/y7fIA8a4sd"
1472189654484930562,2021-12-18 12:59:00+00:00,1,1,"How to spot #birdflu in your flock 🐓
Symptoms include:
🐔swollen head
🦆discolouration of neck and throat
🐤loss of appetite
🦃respiratory distress
🐓diarrhoea
🥚fewer eggs laid
These symptoms vary between species
Learn more on how to prevent #birdflu at https://t.co/y7fIA7StAF"
1471908735337512973,2021-12-17 18:22:43+00:00,6,2,"Minister @pippa_hackett said ""The @mopsorganic project shows how growers can adapt to market demand and increase the supply of Irish organic vegetables and fruit. This is really vital evidence given our ambition for the sector."""
1471908730929307652,2021-12-17 18:22:42+00:00,18,7,"The final Maximising Organic Production Systems European Innovation Partnership project report has been published

The @mopsorganic project shows how 11 organic fruit and veg producers increased supply of Irish-grown organic produce by working together

📍https://t.co/JUr8Ibsoiw https://t.co/aER0pDipH0"
1471891441148440581,2021-12-17 17:14:00+00:00,1,0,Minister @McConalogue said: “I regret that issues with our online system for submitting census returns has presented an obstacle to some equine keepers in attempting to make returns. My Department is working hard to resolve these issues which will be fixed as a matter of urgency”
1471891437990129671,2021-12-17 17:13:59+00:00,6,5,"The equine census closing date has been extended until Monday, January 17 due to some technical difficulties with the online system

This census creates a link between an equine and the premises, with potential benefits including managing disease outbreak

https://t.co/7H3w5pOcjw https://t.co/R0S6hNZKi6"
1471885902993670156,2021-12-17 16:52:00+00:00,4,1,"The main veterinary medicines changes include:
Rules on use and manufacturing 
Advertising and labelling
Pharmacovigilance rules
EU product database
Rules on wholesale of veterinary medicines
Rules on prescribing
Validity of prescriptions for antimicrobials and medicated feed"
1471862856383668224,2021-12-17 15:20:25+00:00,3,1,The incidence of Bovine Viral Diarrhoea test positive animals decreased this year to just 0.03% from 0.66% in 2013 – the first year of the compulsory phase of the eradication programme
1471862852982030345,2021-12-17 15:20:24+00:00,5,2,"Minister @McConalogue has outlined his support for the pathway to Bovine Viral Diarrhoea freedom by the end of 2023 and the continued supports from this Department for the #BVD Eradication Programme

📍 https://t.co/eR70C3mWWb https://t.co/T0nbQGm5gN"
1471771630703628293,2021-12-17 09:17:55+00:00,6,6,"The annual sheep and goat census will take place on Friday, December 31

✉️Postal forms must arrive to us no later than Monday, January 31, 2022

💻Online forms via https://t.co/fBFpQLSZMu must be returned by Monday, February  14, 2022

📍 https://t.co/aurHrKUJ4x https://t.co/ijIQzZAkdW"
1471573594991779840,2021-12-16 20:11:00+00:00,8,2,"The @teagasc Signpost programme supports climate action by Irish farmers with the goal of reducing gas emissions from Irish agriculture while creating more profitable and sustainable farming.

Tune in every Friday at 9.30am.

📍https://t.co/1MveOrfIfU https://t.co/RuTNn7KQWy"
1471463620508741632,2021-12-16 12:54:00+00:00,4,1,"The new EU Regulations on veterinary medicines and medicated feed aim to increase the availability of veterinary medicinal products across the #EU and address the #OneHealth, One Welfare challenges of #antimicrobialresistance and antiparasitic resistance
📍https://t.co/wXUPJQ7TTa"
1471431128041107460,2021-12-16 10:44:53+00:00,1,0,"@McConalogue @DublinSPCA @GalwaySPCA @DonkeySanctuary @ISPCA1 @opwfarmleigh @DogsTrust_IE @MyLovelyHorseR @IrishBlueCross @PAWSIreland Speaking at the launch of the funding of more than €3.7m @DublinSPCA in Dublin, Minister @McConalogue said: 

“These organisation play such a crucial role in ensuring all our animals are cared for and protected. 

""This is frontline work that we can all be proud of.”
🐈🐕🐴 https://t.co/iqIZ03lMnB"
1471421698322874372,2021-12-16 10:07:25+00:00,2,0,"📽️Through the World Food Programme, #Ireland helped fund assistance in Lebanon for #Syrian refugees following the Beirut explosion

📕Read more on how @WFP helped Lebanon respond to 2020: https://t.co/i2GHQvdAQT
#FightFoodCrises #FightFamine #GlobalFoodCrises #ZeroHunger #COVID19 https://t.co/J2eoP2CxIg"
1471419842364248065,2021-12-16 10:00:02+00:00,2,0,"🗓#Reminder

Ireland’s first annual equine census took place on November 30.

Anyone who keeps equines, which include horses, ponies, donkeys, mules, asses and zebras, must submit their completed census form for that night by tomorrow, Friday, December 17

https://t.co/AjDDQOUmOe https://t.co/wG4XLGfpTP"
1471398844818767877,2021-12-16 08:36:36+00:00,8,5,"A total of 2,903 farmers will receive approval in the final tranche of the Soil Sampling and Analysis Programme this week🌱

A further €15m has been secured for the second phase of programme that farmers who missed out this time can apply for next year

📍https://t.co/n5mvOJzDMf https://t.co/PizDt41MlH"
1471165713343778822,2021-12-15 17:10:13+00:00,3,3,"Payments of more than €31m under the 2021 Beef Data and Genomics Programme I and II have now commenced.

Minister @McConalogue said the scheme 'has supported beef farmer incomes and driven greater levels of efficiency in our world-class suckler herd.'
 
📍https://t.co/ZlLfg6kqYA https://t.co/K6oGE6aE9h"
1471121413692088325,2021-12-15 14:14:11+00:00,0,0,"Minister @McConalogue ""This is a new measure introduced in 2021 to support tillage farmers to increase soil organic carbon levels on their farms. This measure is an important support to contribute to the long-term sustainability of the tillage sector."""
1471121410848350209,2021-12-15 14:14:11+00:00,4,1,"Minister @McConalogue today announced that payments have commenced under the 2021 Straw Incorporation Measure

Almost €8 million will be paid to approximately 1,800 tillage farmers

📍https://t.co/m5h2VUZooZ https://t.co/YKct64Jgwu"
1471102236633833478,2021-12-15 12:57:59+00:00,7,2,"📸Ministers @McConalogue and @brophytalks signing the new Strategic Partnership with @WFPChief David Beasley between the government of Ireland and the @UN's @WFP after Ireland contributed €75m of lifesaving aid to help goal of ending hunger worldwide.🇮🇪

#FightFamine #ZeroHunger https://t.co/kVyFmOKozI"
1471077755655700484,2021-12-15 11:20:42+00:00,67,25,"The public have been urged to source pets from reputable sources, and to think carefully before deciding to buy a puppy this Christmas on Ireland’s first #AnimalWelfareAwarenessDay when 98 #animalwelfare groups received funding of more than €3.7m #AWAD21🐾https://t.co/q4BgJCeC4k https://t.co/iv9gteBVmE"
1471050805906190341,2021-12-15 09:33:37+00:00,6,6,"@WFPChief said: “Ireland has understood the impact of the #climate crisis on food security and is a champion of nutrition. @WFP thanks Ireland for the commitment made through various advocacy efforts and looks forward to continuing this partnership.”
#FightFamine #FightFoodCrises https://t.co/r1a7EIqF9W"
1471049778377207808,2021-12-15 09:29:32+00:00,3,4,"Minister @McConalogue said: ""I want to use the signing of this agreement to highlight the importance of continued support to @WFP and to encourage governments around the world to take steps towards giving them the reliable funding they require.”🇮🇪

#FightFamine #ZeroHunger https://t.co/r6rAUDRdn1"
1471044616808022024,2021-12-15 09:09:01+00:00,28,15,"Ministers @McConalogue and @brophytalks have today signed an agreement with @WFPChief 
to provide €75m over three years to the @WFP representing our highest ever contribution and confirms Ireland's commitment to fighting world hunger🇮🇪🌍

📍https://t.co/Rt4qDXEY5F

#ZeroHunger https://t.co/fkR8Jvp5Q5"
1470815311704305670,2021-12-14 17:57:51+00:00,10,2,"Minister @pippa_hackett said: “These new arrangements will enable my Department to further incentivise the planting of native tree species which will contribute to Ireland’s targets, including climate change, biodiversity, habitats and water quality.”"
1470815309070229505,2021-12-14 17:57:50+00:00,55,19,"Minister @pippa_hackett has secured Cabinet approval to make legislative changes to the Forestry Act 2014 aimed at increasing the planting of native trees

📍https://t.co/kQIrUUQ2eM https://t.co/r18z8epT5v"
1470798487721689093,2021-12-14 16:51:00+00:00,0,0,"The new EU Regulations on veterinary medicines and medicated feed aim to increase the availability of veterinary medicinal products across the #EU and address the #OneHealth, One Welfare challenges of #antimicrobialresistance and antiparasitic resistance
📍https://t.co/wXUPJQ7TTa"
1470734086432043009,2021-12-14 12:35:05+00:00,0,0,"Minister @McConalogue said: ""Once the Nitrates Action Programme is finalised, the overall package will assist Ireland’s agri-food sector in working towards its targets under #FoodVision2030, in a sustainable manner"""
1470734083684716551,2021-12-14 12:35:05+00:00,2,3,"Ministers @McConalogue and @DarraghOBrienTD have today published the draft fifth Nitrates Action Programme (#NAP) and announced the opening of a public consultation on the draft NAP Natura Impact Statement and the Strategic Environmental Assessment

📍 https://t.co/1PGXLYfmM6 https://t.co/3LKLW3rUVg"
1470722897656299528,2021-12-14 11:50:38+00:00,0,0,"Minister @McConalogue said the negotiations with the UK ‘proved to be very difficult and it is in Ireland’s interest that the EU is not rushed into an unacceptable deal. To avoid any disruption to our fleets, we have agreed provisional fish quotas for the first quarter of 2022’"
1470722894795886596,2021-12-14 11:50:37+00:00,0,1,"EU and UK negotiations on fishing quotas were still deadlocked ahead of the EU Council of Fisheries Ministers

Provisional fish quotas for EU fishers for the first quarter of 2022 have been set incase an agreement is not reached by the end of the year

📍https://t.co/Jsuq9AVppR https://t.co/1cDZg0FiEk"
1470444070090776580,2021-12-13 17:22:40+00:00,18,12,"A pilot Farm Environmental Study (#FES) of €5m has been announced that will generate habitat data for future targeting of agri-environmental schemes and provide #farmers with data on their environmental assets to tailor their management practices.

📍https://t.co/MV6abjUkV9 https://t.co/H6RXX2g44S"
1470416722209349633,2021-12-13 15:34:00+00:00,10,11,"🗓#Reminder

Ireland’s first annual equine census took place on November 30.

Anyone who keeps equines, which include horses, ponies, donkeys, mules, asses and zebras, must submit their completed census form for that night by Friday, December 17, 2021

https://t.co/AjDDQOUmOe https://t.co/E0Qw0rCaIq"
1470353255733542916,2021-12-13 11:21:48+00:00,8,4,"Minister @martinheydonfg has highlighted the significant focus on #climate action and the environment in the recent research funding awards by this Department.

📍https://t.co/7ihMr6LYkv https://t.co/9Qmmr0qIl9"
1470321331212374023,2021-12-13 09:14:57+00:00,4,1,"#ICYMI

📻Listen back to our Superintending Veterinary Inspector @CarolineGarvan speak to @hqmulligan on @RTECountryWide on new #EU Regulations on #veterinary #medicines and #medicated feed coming into force on January 28, 2022.

#OneHealth #vets #farmers https://t.co/HrzpO3XAya"
1470317578316705793,2021-12-13 09:00:02+00:00,4,6,"How to spot #birdflu in your flock 🐓

Symptoms can include: 

🐔swollen head
🦆discolouration of neck and throat
🐤loss of appetite
🦃respiratory distress
🐓diarrhoea
🥚fewer eggs laid

These symptoms can vary between species of bird.

📍Learn more at https://t.co/y7fIA8a4sd"
1470106180470984706,2021-12-12 19:00:01+00:00,1,1,"Are you ready for #winter?

⚠️The #BeWinterReady campaign provides crucial information for the public to ensure preparedness for the months ahead

📍Learn more on how to stay safe at: https://t.co/osS8tnWBLR https://t.co/cZPm9DjwKY"
1470018095586627589,2021-12-12 13:10:00+00:00,22,15,"The first annual newsletter by @WAN_LIFEIP has been released containing news, project progress and events

It features @CorncrakeLife, @peatlandsLIFEIP, @teagasc, @WaterLANDS_EU, @PeatlandsG, @VSinkevicius, @MulrannyTourism

📰Read the newsletter in full: https://t.co/fu8eNR0gQ3 https://t.co/hYOzpOZuC4"
1469675841210621959,2021-12-11 14:30:00+00:00,2,2,"New EU Regulations on veterinary medicines and medicated feed come into force on January 28, 2022

They set out rules for the sale, manufacture, import, export, supply, distribution, advertising, control and use of veterinary medicines and medicated feed
📍https://t.co/wXUPJQ7TTa"
1469419149084401664,2021-12-10 21:30:00+00:00,2,3,"Highly Pathogenic Avian Influenza H5N1 continues to affect poultry flocks and wild birds in Ireland.

Strict biosecurity is essential to prevent further outbreaks🦠

🐔Poultry owners must:

🦆House your birds and poultry

🐥Stay vigilant against #BirdFlu
📍https://t.co/y7fIA8a4sd"
1469336404555714577,2021-12-10 16:01:12+00:00,0,0,"#ICYMI
📺Highlights from the 2021 @TheRDS Irish Forest and Woodland awards are now available to watch back.

We support the awards that reward excellence in forest management and highlight climate-smart agriculture in practice🌳🌲🌳

📍https://t.co/t2JlAuh122"
1469324277090504705,2021-12-10 15:13:01+00:00,0,0,"Minister @McConalogue said: “Through #REAP we are bringing greater environmental and biodiversity value to how we farm. Almost 32,000ha is under this scheme and systems are in place to support REAP farmers and their advisors to deliver for our environment.”"
1469324274402041866,2021-12-10 15:13:00+00:00,7,6,"Payments under the first year of the Results Based Agri Pilot Programme (REAP) have commenced

A total of just under €10m will be paid to almost 3,000 #REAP farmers with payments continuing on a regular basis

📍https://t.co/Wp0icxPBtt

📺https://t.co/OYJqJgDkVR https://t.co/73OWvAHyfj"
1469222855422345218,2021-12-10 08:30:00+00:00,3,0,"📺Watch @teagasc's final #HedgerowWeek webinar on the value of native provenance trees and hedging stock, and how to reduce health risks to them featuring Joe Gowran and Maria Cullen

📅Tune in today at 9.30am 
📍https://t.co/mQrDp5aJ0b https://t.co/lL0DZB5HB8"
1469037132459114497,2021-12-09 20:12:00+00:00,4,1,"The @teagasc Signpost programme supports climate action by Irish farmers with the goal of reducing gas emissions from Irish agriculture while creating more profitable and sustainable farming.

Tune in every Friday at 9.30am.

📍https://t.co/1MveOrfIfU https://t.co/p9DVhp7STY"
1469003924044713985,2021-12-09 18:00:02+00:00,2,0,"📺Watch @teagasc's final #HedgerowWeek webinar on the value of native provenance trees and hedging stock, and how to reduce health risks to them featuring Joe Gowran and Maria Cullen

📅9.30am on Friday, December 10
📍https://t.co/mQrDp5aJ0b https://t.co/POEeCg9B0K"
1468985891326767115,2021-12-09 16:48:23+00:00,5,2,"Minister @pippa_hackett said: ""This is a significant step in assisting the horticulture sector to transition from peat as a growing media to sustainable alternatives."""
1468985889107939334,2021-12-09 16:48:23+00:00,20,6,"Funding of €1.69m for research into peat alternatives for horticulture has been announced

The @teagasc led project Beyond Peat uses organic bio-resources and novel technologies to develop sustainable peat replacements for horticultural crop production

📍https://t.co/r0jG4xreUy"
1468979260140437509,2021-12-09 16:22:02+00:00,0,0,"Stay safe after #StormBarra

➡️Be careful handling windblown trees - they're dangerous, only trained operators should deal with them
➡️When dealing with fallen trees, ensure there's no live electricity cables caught under them

Go to https://t.co/sn8zOCmd61 for #farmsafety tips"
1468971605246111748,2021-12-09 15:51:37+00:00,4,2,"Minister @McConalogue said the scheme supports 'tillage farmers for the growing of protein crops, including beans, peas and lupins. These protein crops deliver a range of environmental benefits and reduce our reliance on imported source of protein for animal feed"""
1468971599873204231,2021-12-09 15:51:36+00:00,4,2,"Payments under the 2021 Protein Aid Scheme have commenced

A total of €3m has been set aside for this scheme for the approximately 850 applicants at €300 per hectare. 

📍https://t.co/582yO2kQzp https://t.co/cJoIIR1Uon"
1468945238563737611,2021-12-09 14:06:51+00:00,0,0,"Farmers are advised to continue to stay safe after #StormBarra 

➡️Be careful unblocking drains, you may not see the risks
➡️Be careful of flooded areas, items may have become dislodged and moved under water

💻Go to https://t.co/sn8zOCmd61 for #farmsafety tips"
1468927930071924739,2021-12-09 12:58:04+00:00,2,1,"Minister @McConalogue said the campaigns communicate 'the unique story of Irish farming and grass-fed food production'

Minister @martinheydonfg said it allows us to 'secure meat market access to new markets, as well as retaining and enhancing our existing market access.'"
1468927927475712003,2021-12-09 12:58:03+00:00,10,3,"EU funding of more than €5.3m has been awarded for @Bordbia promotional campaigns

This includes €3.96m beef and lamb campaign for China, Japan, South Korea and USA, €2.7m Asian dairy campaign and €5.4m fruit and veg campaign for multi member states

📍https://t.co/aSAo4BJH68 https://t.co/3daD4uDFeQ"
1468883117633163267,2021-12-09 10:00:00+00:00,6,1,"Tips to stay safe after #StormBarra:

➡️Check on elderly neighbours
➡️Don't approach fallen power lines as they may still be live - contact @ESBNetworks before approaching
➡️If running a generator, ensure mains electricity supply is disconnected"
