Statistic,Month,Meteorological Weather Station,UNIT,VALUE
Most Rainfall in a Day,1977M04,Clones,Millimetres,17.7
Most Rainfall in a Day,1977M04,Cork airport,Millimetres,10.6
Most Rainfall in a Day,1977M04,Dublin airport,Millimetres,5.3
Most Rainfall in a Day,1977M04,Galway,Millimetres,
Most Rainfall in a Day,1977M04,Kilkenny,Millimetres,19.5
Most Rainfall in a Day,1977M04,Malin head,Millimetres,7.7
Most Rainfall in a Day,1977M04,Mullingar,Millimetres,18.5
Most Rainfall in a Day,1977M04,Roches Point,Millimetres,9.8
Most Rainfall in a Day,1977M04,Rosslare,Millimetres,14.1
Most Rainfall in a Day,1977M04,Shannon airport,Millimetres,13.1
Most Rainfall in a Day,1977M05,Belmullet,Millimetres,5.1
Most Rainfall in a Day,1977M05,Birr,Millimetres,4.0
Most Rainfall in a Day,1977M05,Valentia Observatory,Millimetres,10.1
Most Rainfall in a Day,1977M05,Casement,Millimetres,5.0
Most Rainfall in a Day,1977M05,Claremorris,Millimetres,5.3
Most Rainfall in a Day,1977M05,Clones,Millimetres,4.5
Most Rainfall in a Day,1977M05,Cork airport,Millimetres,10.5
Most Rainfall in a Day,1977M05,Dublin airport,Millimetres,6.6
Most Rainfall in a Day,1977M05,Galway,Millimetres,
Most Rainfall in a Day,1977M05,Kilkenny,Millimetres,14.6
Most Rainfall in a Day,1977M05,Malin head,Millimetres,11.4
Most Rainfall in a Day,1977M05,Mullingar,Millimetres,3.9
Most Rainfall in a Day,1977M05,Roches Point,Millimetres,7.1
Most Rainfall in a Day,1977M05,Rosslare,Millimetres,8.3
Most Rainfall in a Day,1977M05,Shannon airport,Millimetres,4.4
Most Rainfall in a Day,1977M06,Belmullet,Millimetres,10.7
Most Rainfall in a Day,1977M06,Birr,Millimetres,27.5
Most Rainfall in a Day,1977M06,Valentia Observatory,Millimetres,16.6
Most Rainfall in a Day,1977M06,Casement,Millimetres,11.1
Most Rainfall in a Day,1977M06,Claremorris,Millimetres,16.7
Most Rainfall in a Day,1977M06,Clones,Millimetres,8.2
Most Rainfall in a Day,1977M06,Cork airport,Millimetres,9.2
Most Rainfall in a Day,1977M06,Dublin airport,Millimetres,19.6
Most Rainfall in a Day,1977M06,Galway,Millimetres,
Most Rainfall in a Day,1977M06,Kilkenny,Millimetres,18.6
Most Rainfall in a Day,1977M06,Malin head,Millimetres,10.2
Most Rainfall in a Day,1977M06,Mullingar,Millimetres,21.7
Most Rainfall in a Day,1977M06,Roches Point,Millimetres,10.6
Most Rainfall in a Day,1977M06,Rosslare,Millimetres,19.0
Most Rainfall in a Day,1977M06,Shannon airport,Millimetres,17.6
Most Rainfall in a Day,1977M07,Belmullet,Millimetres,14.3
Most Rainfall in a Day,1977M07,Birr,Millimetres,10.7
Most Rainfall in a Day,1977M07,Valentia Observatory,Millimetres,13.4
Most Rainfall in a Day,1977M07,Casement,Millimetres,9.4
Most Rainfall in a Day,1977M07,Claremorris,Millimetres,10.8
Most Rainfall in a Day,1977M07,Clones,Millimetres,14.2
Most Rainfall in a Day,1977M07,Cork airport,Millimetres,10.9
Most Rainfall in a Day,1977M07,Dublin airport,Millimetres,12.2
Most Rainfall in a Day,1977M07,Galway,Millimetres,
Most Rainfall in a Day,1977M07,Kilkenny,Millimetres,9.4
Most Rainfall in a Day,1977M07,Malin head,Millimetres,14.7
Most Rainfall in a Day,1977M07,Mullingar,Millimetres,12.4
Most Rainfall in a Day,1977M07,Roches Point,Millimetres,8.6
Most Rainfall in a Day,1977M07,Rosslare,Millimetres,10.7
Most Rainfall in a Day,1977M07,Shannon airport,Millimetres,29.5
Most Rainfall in a Day,1977M08,Belmullet,Millimetres,57.3
Most Rainfall in a Day,1977M08,Birr,Millimetres,34.1
Most Rainfall in a Day,1977M08,Valentia Observatory,Millimetres,8.1
Most Rainfall in a Day,1977M08,Casement,Millimetres,37.3
Most Rainfall in a Day,1977M08,Claremorris,Millimetres,33.0
Most Rainfall in a Day,1977M08,Clones,Millimetres,20.8
Most Rainfall in a Day,1977M08,Cork airport,Millimetres,24.4
Most Rainfall in a Day,1977M08,Dublin airport,Millimetres,28.9
Most Rainfall in a Day,1977M08,Galway,Millimetres,
Most Rainfall in a Day,1977M08,Kilkenny,Millimetres,27.2
Most Rainfall in a Day,1977M08,Malin head,Millimetres,23.4
Most Rainfall in a Day,1977M08,Mullingar,Millimetres,20.7
Most Rainfall in a Day,1977M08,Roches Point,Millimetres,27.9
Most Rainfall in a Day,1977M08,Rosslare,Millimetres,21.9
Most Rainfall in a Day,1977M08,Shannon airport,Millimetres,18.5
Most Rainfall in a Day,1977M09,Belmullet,Millimetres,7.9
Most Rainfall in a Day,1977M09,Birr,Millimetres,13.1
Most Rainfall in a Day,1977M09,Valentia Observatory,Millimetres,17.2
Most Rainfall in a Day,1977M09,Casement,Millimetres,7.5
Most Rainfall in a Day,1977M09,Claremorris,Millimetres,13.1
Most Rainfall in a Day,1977M09,Clones,Millimetres,10.4
Most Rainfall in a Day,1977M09,Cork airport,Millimetres,23.9
Most Rainfall in a Day,1977M09,Dublin airport,Millimetres,6.8
Most Rainfall in a Day,1977M09,Galway,Millimetres,
Most Rainfall in a Day,1977M09,Kilkenny,Millimetres,14.6
Most Rainfall in a Day,1977M09,Malin head,Millimetres,35.8
Most Rainfall in a Day,1977M09,Mullingar,Millimetres,9.0
Most Rainfall in a Day,1977M09,Roches Point,Millimetres,10.2
Most Rainfall in a Day,1977M09,Rosslare,Millimetres,15.9
Most Rainfall in a Day,1977M09,Shannon airport,Millimetres,15.3
Most Rainfall in a Day,1977M10,Belmullet,Millimetres,35.6
Most Rainfall in a Day,1977M10,Birr,Millimetres,16.0
Most Rainfall in a Day,1977M10,Valentia Observatory,Millimetres,64.6
Most Rainfall in a Day,1977M10,Casement,Millimetres,24.6
Most Rainfall in a Day,1977M10,Claremorris,Millimetres,33.5
Most Rainfall in a Day,1977M10,Clones,Millimetres,14.1
Most Rainfall in a Day,1977M10,Cork airport,Millimetres,51.2
Most Rainfall in a Day,1977M10,Dublin airport,Millimetres,19.5
Most Rainfall in a Day,1977M10,Galway,Millimetres,
Most Rainfall in a Day,1977M10,Kilkenny,Millimetres,34.6
Most Rainfall in a Day,1977M10,Malin head,Millimetres,12.7
Most Rainfall in a Day,1977M10,Mullingar,Millimetres,21.9
Most Rainfall in a Day,1977M10,Roches Point,Millimetres,44.0
Most Rainfall in a Day,1977M10,Rosslare,Millimetres,54.8
Most Rainfall in a Day,1977M10,Shannon airport,Millimetres,15.0
Most Rainfall in a Day,1977M11,Belmullet,Millimetres,14.3
Most Rainfall in a Day,1977M11,Birr,Millimetres,9.9
Most Rainfall in a Day,1977M11,Valentia Observatory,Millimetres,25.3
Most Rainfall in a Day,1977M11,Casement,Millimetres,13.0
Most Rainfall in a Day,1977M11,Claremorris,Millimetres,24.0
Most Rainfall in a Day,1977M11,Clones,Millimetres,19.0
Most Rainfall in a Day,1977M11,Cork airport,Millimetres,28.4
Most Rainfall in a Day,1977M11,Dublin airport,Millimetres,8.6
Most Rainfall in a Day,1977M11,Galway,Millimetres,
Most Rainfall in a Day,1977M11,Kilkenny,Millimetres,12.4
Most Rainfall in a Day,1977M11,Malin head,Millimetres,20.2
Most Rainfall in a Day,1977M11,Mullingar,Millimetres,12.4
Most Rainfall in a Day,1977M11,Roches Point,Millimetres,29.7
Most Rainfall in a Day,1977M11,Rosslare,Millimetres,39.2
Most Rainfall in a Day,1977M11,Shannon airport,Millimetres,21.3
Most Rainfall in a Day,1977M12,Belmullet,Millimetres,16.4
Most Rainfall in a Day,1977M12,Birr,Millimetres,12.1
Most Rainfall in a Day,1977M12,Valentia Observatory,Millimetres,21.1
Most Rainfall in a Day,1977M12,Casement,Millimetres,13.9
Most Rainfall in a Day,1977M12,Claremorris,Millimetres,13.8
Most Rainfall in a Day,1977M12,Clones,Millimetres,8.0
Most Rainfall in a Day,1977M12,Cork airport,Millimetres,34.8
Most Rainfall in a Day,1977M12,Dublin airport,Millimetres,12.8
Most Rainfall in a Day,1977M12,Galway,Millimetres,
Most Rainfall in a Day,1977M12,Kilkenny,Millimetres,13.7
Most Rainfall in a Day,1977M12,Malin head,Millimetres,13.0
Most Rainfall in a Day,1977M12,Mullingar,Millimetres,14.5
Most Rainfall in a Day,1977M12,Roches Point,Millimetres,20.9
Most Rainfall in a Day,1977M12,Rosslare,Millimetres,31.6
Most Rainfall in a Day,1977M12,Shannon airport,Millimetres,7.9
Most Rainfall in a Day,1978M01,Belmullet,Millimetres,15.3
Most Rainfall in a Day,1978M01,Birr,Millimetres,12.9
Most Rainfall in a Day,1978M01,Valentia Observatory,Millimetres,21.5
Most Rainfall in a Day,1978M01,Casement,Millimetres,11.5
Most Rainfall in a Day,1978M01,Claremorris,Millimetres,16.9
Most Rainfall in a Day,1978M01,Clones,Millimetres,18.9
Most Rainfall in a Day,1978M01,Cork airport,Millimetres,28.1
Most Rainfall in a Day,1978M01,Dublin airport,Millimetres,11.3
Most Rainfall in a Day,1978M01,Galway,Millimetres,
Most Rainfall in a Day,1978M01,Kilkenny,Millimetres,17.8
Most Rainfall in a Day,1978M01,Malin head,Millimetres,33.7
Most Rainfall in a Day,1978M01,Mullingar,Millimetres,20.4
Most Rainfall in a Day,1978M01,Roches Point,Millimetres,12.3
Most Rainfall in a Day,1978M01,Rosslare,Millimetres,12.4
Most Rainfall in a Day,1978M01,Shannon airport,Millimetres,18.5
Most Rainfall in a Day,1978M02,Belmullet,Millimetres,15.2
Most Rainfall in a Day,1978M02,Birr,Millimetres,15.3
Most Rainfall in a Day,1978M02,Valentia Observatory,Millimetres,26.2
Most Rainfall in a Day,1978M02,Casement,Millimetres,9.0
Most Rainfall in a Day,1978M02,Claremorris,Millimetres,17.8
Most Rainfall in a Day,1978M02,Clones,Millimetres,14.1
Most Rainfall in a Day,1978M02,Cork airport,Millimetres,33.4
Most Rainfall in a Day,1978M02,Dublin airport,Millimetres,11.7
Most Rainfall in a Day,1978M02,Galway,Millimetres,
Most Rainfall in a Day,1978M02,Kilkenny,Millimetres,17.7
Most Rainfall in a Day,1978M02,Malin head,Millimetres,15.2
Most Rainfall in a Day,1978M02,Mullingar,Millimetres,18.5
Most Rainfall in a Day,1978M02,Roches Point,Millimetres,39.5
Most Rainfall in a Day,1978M02,Rosslare,Millimetres,33.4
Most Rainfall in a Day,1978M02,Shannon airport,Millimetres,15.6
Most Rainfall in a Day,1978M03,Belmullet,Millimetres,18.5
Most Rainfall in a Day,1978M03,Birr,Millimetres,18.4
Most Rainfall in a Day,1978M03,Valentia Observatory,Millimetres,23.5
Most Rainfall in a Day,1978M03,Casement,Millimetres,6.6
Most Rainfall in a Day,1978M03,Claremorris,Millimetres,24.1
Most Rainfall in a Day,1978M03,Clones,Millimetres,15.1
Most Rainfall in a Day,1978M03,Cork airport,Millimetres,12.7
Most Rainfall in a Day,1978M03,Dublin airport,Millimetres,12.3
Most Rainfall in a Day,1978M03,Galway,Millimetres,
Most Rainfall in a Day,1978M03,Kilkenny,Millimetres,11.2
Most Rainfall in a Day,1978M03,Malin head,Millimetres,14.1
Most Rainfall in a Day,1978M03,Mullingar,Millimetres,18.3
Most Rainfall in a Day,1978M03,Roches Point,Millimetres,12.6
Most Rainfall in a Day,1978M03,Rosslare,Millimetres,9.3
Most Rainfall in a Day,1978M03,Shannon airport,Millimetres,11.9
Most Rainfall in a Day,1978M04,Belmullet,Millimetres,5.7
Most Rainfall in a Day,1978M04,Birr,Millimetres,9.8
Most Rainfall in a Day,1978M04,Valentia Observatory,Millimetres,31.2
Most Rainfall in a Day,1978M04,Casement,Millimetres,8.8
Most Rainfall in a Day,1978M04,Claremorris,Millimetres,16.1
Most Rainfall in a Day,1978M04,Clones,Millimetres,7.3
Most Rainfall in a Day,1978M04,Cork airport,Millimetres,44.9
Most Rainfall in a Day,1978M04,Dublin airport,Millimetres,7.0
Most Rainfall in a Day,1978M04,Galway,Millimetres,
Most Rainfall in a Day,1978M04,Kilkenny,Millimetres,12.4
Most Rainfall in a Day,1978M04,Malin head,Millimetres,4.5
Most Rainfall in a Day,1978M04,Mullingar,Millimetres,10.0
Most Rainfall in a Day,1978M04,Roches Point,Millimetres,25.2
Most Rainfall in a Day,1978M04,Rosslare,Millimetres,8.5
Most Rainfall in a Day,1978M04,Shannon airport,Millimetres,29.6
Most Rainfall in a Day,1978M05,Belmullet,Millimetres,11.3
Most Rainfall in a Day,1978M05,Birr,Millimetres,5.5
Most Rainfall in a Day,1978M05,Valentia Observatory,Millimetres,6.3
Most Rainfall in a Day,1978M05,Casement,Millimetres,8.8
Most Rainfall in a Day,1978M05,Claremorris,Millimetres,3.2
Most Rainfall in a Day,1978M05,Clones,Millimetres,2.7
Most Rainfall in a Day,1978M05,Cork airport,Millimetres,8.5
Most Rainfall in a Day,1978M05,Dublin airport,Millimetres,14.0
Most Rainfall in a Day,1978M05,Galway,Millimetres,
Most Rainfall in a Day,1978M05,Kilkenny,Millimetres,4.5
Most Rainfall in a Day,1978M05,Malin head,Millimetres,5.5
Most Rainfall in a Day,1978M05,Mullingar,Millimetres,3.7
Most Rainfall in a Day,1978M05,Roches Point,Millimetres,5.8
Most Rainfall in a Day,1978M05,Rosslare,Millimetres,6.5
Most Rainfall in a Day,1978M05,Shannon airport,Millimetres,8.1
Most Rainfall in a Day,1978M06,Belmullet,Millimetres,11.2
Most Rainfall in a Day,1978M06,Birr,Millimetres,7.4
Most Rainfall in a Day,1978M06,Valentia Observatory,Millimetres,23.6
Most Rainfall in a Day,1978M06,Casement,Millimetres,14.4
Most Rainfall in a Day,1978M06,Claremorris,Millimetres,11.0
Most Rainfall in a Day,1978M06,Clones,Millimetres,25.3
Most Rainfall in a Day,1978M06,Cork airport,Millimetres,15.0
Most Rainfall in a Day,1978M06,Dublin airport,Millimetres,12.4
Most Rainfall in a Day,1978M06,Galway,Millimetres,
Most Rainfall in a Day,1978M06,Kilkenny,Millimetres,5.7
Most Rainfall in a Day,1978M06,Malin head,Millimetres,7.6
Most Rainfall in a Day,1978M06,Mullingar,Millimetres,17.2
Most Rainfall in a Day,1978M06,Roches Point,Millimetres,15.0
Most Rainfall in a Day,1978M06,Rosslare,Millimetres,8.7
Most Rainfall in a Day,1978M06,Shannon airport,Millimetres,7.5
Most Rainfall in a Day,1978M07,Belmullet,Millimetres,7.6
Most Rainfall in a Day,1978M07,Birr,Millimetres,19.3
Most Rainfall in a Day,1978M07,Valentia Observatory,Millimetres,27.9
Most Rainfall in a Day,1978M07,Casement,Millimetres,8.5
Most Rainfall in a Day,1978M07,Claremorris,Millimetres,14.0
Most Rainfall in a Day,1978M07,Clones,Millimetres,15.1
Most Rainfall in a Day,1978M07,Cork airport,Millimetres,31.0
Most Rainfall in a Day,1978M07,Dublin airport,Millimetres,14.2
Most Rainfall in a Day,1978M07,Galway,Millimetres,
Most Rainfall in a Day,1978M07,Kilkenny,Millimetres,22.4
Most Rainfall in a Day,1978M07,Malin head,Millimetres,5.8
Most Rainfall in a Day,1978M07,Mullingar,Millimetres,17.3
Most Rainfall in a Day,1978M07,Roches Point,Millimetres,26.8
Most Rainfall in a Day,1978M07,Rosslare,Millimetres,29.4
Most Rainfall in a Day,1978M07,Shannon airport,Millimetres,42.5
Most Rainfall in a Day,1978M08,Belmullet,Millimetres,19.7
Most Rainfall in a Day,1978M08,Birr,Millimetres,10.4
Most Rainfall in a Day,1978M08,Valentia Observatory,Millimetres,60.9
Most Rainfall in a Day,1978M08,Casement,Millimetres,22.3
Most Rainfall in a Day,1978M08,Claremorris,Millimetres,11.6
Most Rainfall in a Day,1978M08,Clones,Millimetres,9.7
Most Rainfall in a Day,1978M08,Cork airport,Millimetres,19.8
Most Rainfall in a Day,1978M08,Dublin airport,Millimetres,30.3
Most Rainfall in a Day,1978M08,Galway,Millimetres,
Most Rainfall in a Day,1978M08,Kilkenny,Millimetres,14.7
Most Rainfall in a Day,1978M08,Malin head,Millimetres,22.9
Most Rainfall in a Day,1978M08,Mullingar,Millimetres,9.7
Most Rainfall in a Day,1978M08,Roches Point,Millimetres,21.7
Most Rainfall in a Day,1978M08,Rosslare,Millimetres,24.8
Most Rainfall in a Day,1978M08,Shannon airport,Millimetres,25.6
Most Rainfall in a Day,1978M09,Belmullet,Millimetres,28.3
Most Rainfall in a Day,1978M09,Birr,Millimetres,8.4
Most Rainfall in a Day,1978M09,Valentia Observatory,Millimetres,16.0
Most Rainfall in a Day,1978M09,Casement,Millimetres,14.3
Most Rainfall in a Day,1978M09,Claremorris,Millimetres,28.9
Most Rainfall in a Day,1978M09,Clones,Millimetres,23.4
Most Rainfall in a Day,1978M09,Cork airport,Millimetres,22.1
Most Rainfall in a Day,1978M09,Dublin airport,Millimetres,7.4
Most Rainfall in a Day,1978M09,Galway,Millimetres,
Most Rainfall in a Day,1978M09,Kilkenny,Millimetres,5.6
Most Rainfall in a Day,1978M09,Malin head,Millimetres,38.9
Most Rainfall in a Day,1978M09,Mullingar,Millimetres,17.7
Most Rainfall in a Day,1978M09,Roches Point,Millimetres,13.2
Most Rainfall in a Day,1978M09,Rosslare,Millimetres,3.1
Most Rainfall in a Day,1978M09,Shannon airport,Millimetres,9.8
Most Rainfall in a Day,1978M10,Belmullet,Millimetres,13.2
Most Rainfall in a Day,1978M10,Birr,Millimetres,15.7
Most Rainfall in a Day,1978M10,Valentia Observatory,Millimetres,16.5
Most Rainfall in a Day,1978M10,Casement,Millimetres,13.0
Most Rainfall in a Day,1978M10,Claremorris,Millimetres,9.1
Most Rainfall in a Day,1978M10,Clones,Millimetres,19.3
Most Rainfall in a Day,1978M10,Cork airport,Millimetres,21.1
Most Rainfall in a Day,1978M10,Dublin airport,Millimetres,15.4
Most Rainfall in a Day,1978M10,Galway,Millimetres,
Most Rainfall in a Day,1978M10,Kilkenny,Millimetres,14.0
Most Rainfall in a Day,1978M10,Malin head,Millimetres,10.8
Most Rainfall in a Day,1978M10,Mullingar,Millimetres,11.2
Most Rainfall in a Day,1978M10,Roches Point,Millimetres,14.7
Most Rainfall in a Day,1978M10,Rosslare,Millimetres,37.1
Most Rainfall in a Day,1978M10,Shannon airport,Millimetres,12.4
Most Rainfall in a Day,1978M11,Belmullet,Millimetres,29.2
Most Rainfall in a Day,1978M11,Birr,Millimetres,15.5
Most Rainfall in a Day,1978M11,Valentia Observatory,Millimetres,20.7
Most Rainfall in a Day,1978M11,Casement,Millimetres,12.4
Most Rainfall in a Day,1978M11,Claremorris,Millimetres,25.4
Most Rainfall in a Day,1978M11,Clones,Millimetres,16.8
Most Rainfall in a Day,1978M11,Cork airport,Millimetres,12.7
Most Rainfall in a Day,1978M11,Dublin airport,Millimetres,10.4
Most Rainfall in a Day,1978M11,Galway,Millimetres,
Most Rainfall in a Day,1978M11,Kilkenny,Millimetres,13.6
Most Rainfall in a Day,1978M11,Malin head,Millimetres,38.5
Most Rainfall in a Day,1978M11,Mullingar,Millimetres,27.6
Most Rainfall in a Day,1978M11,Roches Point,Millimetres,13.5
Most Rainfall in a Day,1978M11,Rosslare,Millimetres,13.0
Most Rainfall in a Day,1978M11,Shannon airport,Millimetres,11.9
Most Rainfall in a Day,1978M12,Belmullet,Millimetres,22.0
Most Rainfall in a Day,1978M12,Birr,Millimetres,17.7
Most Rainfall in a Day,1978M12,Valentia Observatory,Millimetres,62.0
Most Rainfall in a Day,1978M12,Casement,Millimetres,23.2
Most Rainfall in a Day,1978M12,Claremorris,Millimetres,29.9
Most Rainfall in a Day,1978M12,Clones,Millimetres,35.1
Most Rainfall in a Day,1978M12,Cork airport,Millimetres,46.7
Most Rainfall in a Day,1978M12,Dublin airport,Millimetres,24.6
Most Rainfall in a Day,1978M12,Galway,Millimetres,
Most Rainfall in a Day,1978M12,Kilkenny,Millimetres,32.0
Most Rainfall in a Day,1978M12,Malin head,Millimetres,22.7
Most Rainfall in a Day,1978M12,Mullingar,Millimetres,26.8
Most Rainfall in a Day,1978M12,Roches Point,Millimetres,25.9
Most Rainfall in a Day,1978M12,Rosslare,Millimetres,39.1
Most Rainfall in a Day,1978M12,Shannon airport,Millimetres,14.8
Most Rainfall in a Day,1979M01,Belmullet,Millimetres,18.6
Most Rainfall in a Day,1979M01,Birr,Millimetres,5.9
Most Rainfall in a Day,1979M01,Valentia Observatory,Millimetres,21.2
Most Rainfall in a Day,1979M01,Casement,Millimetres,4.6
Most Rainfall in a Day,1979M01,Claremorris,Millimetres,15.0
Most Rainfall in a Day,1979M01,Clones,Millimetres,10.1
Most Rainfall in a Day,1979M01,Cork airport,Millimetres,18.7
Most Rainfall in a Day,1979M01,Dublin airport,Millimetres,6.9
Most Rainfall in a Day,1979M01,Galway,Millimetres,16.9
Most Rainfall in a Day,1979M01,Kilkenny,Millimetres,8.6
Most Rainfall in a Day,1979M01,Malin head,Millimetres,18.7
Most Rainfall in a Day,1979M01,Mullingar,Millimetres,10.4
Most Rainfall in a Day,1979M01,Roches Point,Millimetres,19.7
Most Rainfall in a Day,1979M01,Rosslare,Millimetres,9.4
Most Rainfall in a Day,1979M01,Shannon airport,Millimetres,16.4
Most Rainfall in a Day,1979M02,Belmullet,Millimetres,9.8
Most Rainfall in a Day,1979M02,Birr,Millimetres,23.2
Most Rainfall in a Day,1979M02,Valentia Observatory,Millimetres,28.3
Most Rainfall in a Day,1979M02,Casement,Millimetres,25.2
Most Rainfall in a Day,1979M02,Claremorris,Millimetres,10.1
Most Rainfall in a Day,1979M02,Clones,Millimetres,10.2
Most Rainfall in a Day,1979M02,Cork airport,Millimetres,36.1
Most Rainfall in a Day,1979M02,Dublin airport,Millimetres,31.3
Most Rainfall in a Day,1979M02,Galway,Millimetres,10.6
Most Rainfall in a Day,1979M02,Kilkenny,Millimetres,12.8
Most Rainfall in a Day,1979M02,Malin head,Millimetres,5.1
Most Rainfall in a Day,1979M02,Mullingar,Millimetres,12.7
Most Rainfall in a Day,1979M02,Roches Point,Millimetres,28.5
Most Rainfall in a Day,1979M02,Rosslare,Millimetres,33.4
Most Rainfall in a Day,1979M02,Shannon airport,Millimetres,21.3
Most Rainfall in a Day,1979M03,Belmullet,Millimetres,24.3
Most Rainfall in a Day,1979M03,Birr,Millimetres,11.6
Most Rainfall in a Day,1979M03,Valentia Observatory,Millimetres,26.6
Most Rainfall in a Day,1979M03,Casement,Millimetres,11.8
Most Rainfall in a Day,1979M03,Claremorris,Millimetres,22.4
Most Rainfall in a Day,1979M03,Clones,Millimetres,17.0
Most Rainfall in a Day,1979M03,Cork airport,Millimetres,39.3
Most Rainfall in a Day,1979M03,Dublin airport,Millimetres,16.5
Most Rainfall in a Day,1979M03,Galway,Millimetres,13.6
Most Rainfall in a Day,1979M03,Kilkenny,Millimetres,10.3
Most Rainfall in a Day,1979M03,Malin head,Millimetres,11.7
Most Rainfall in a Day,1979M03,Mullingar,Millimetres,12.9
Most Rainfall in a Day,1979M03,Roches Point,Millimetres,17.4
Most Rainfall in a Day,1979M03,Rosslare,Millimetres,11.6
Most Rainfall in a Day,1979M03,Shannon airport,Millimetres,16.7
Most Rainfall in a Day,1979M04,Belmullet,Millimetres,9.2
Most Rainfall in a Day,1979M04,Birr,Millimetres,19.5
Most Rainfall in a Day,1979M04,Valentia Observatory,Millimetres,8.9
Most Rainfall in a Day,1979M04,Casement,Millimetres,6.9
Most Rainfall in a Day,1979M04,Claremorris,Millimetres,11.2
Most Rainfall in a Day,1979M04,Clones,Millimetres,11.1
Most Rainfall in a Day,1979M04,Cork airport,Millimetres,12.1
Most Rainfall in a Day,1979M04,Dublin airport,Millimetres,10.5
Most Rainfall in a Day,1979M04,Galway,Millimetres,15.5
Most Rainfall in a Day,1979M04,Kilkenny,Millimetres,5.5
Most Rainfall in a Day,1979M04,Malin head,Millimetres,10.5
Most Rainfall in a Day,1979M04,Mullingar,Millimetres,8.4
Most Rainfall in a Day,1979M04,Roches Point,Millimetres,9.4
Most Rainfall in a Day,1979M04,Rosslare,Millimetres,11.1
Most Rainfall in a Day,1979M04,Shannon airport,Millimetres,14.9
Most Rainfall in a Day,1979M05,Belmullet,Millimetres,26.3
Most Rainfall in a Day,1979M05,Birr,Millimetres,18.1
Most Rainfall in a Day,1979M05,Valentia Observatory,Millimetres,24.6
Most Rainfall in a Day,1979M05,Casement,Millimetres,10.9
Most Rainfall in a Day,1979M05,Claremorris,Millimetres,15.2
Most Rainfall in a Day,1979M05,Clones,Millimetres,18.2
Most Rainfall in a Day,1979M05,Cork airport,Millimetres,14.6
Most Rainfall in a Day,1979M05,Dublin airport,Millimetres,10.5
Most Rainfall in a Day,1979M05,Galway,Millimetres,15.1
Most Rainfall in a Day,1979M05,Kilkenny,Millimetres,13.6
Most Rainfall in a Day,1979M05,Malin head,Millimetres,11.3
Most Rainfall in a Day,1979M05,Mullingar,Millimetres,14.2
Most Rainfall in a Day,1979M05,Roches Point,Millimetres,16.2
Most Rainfall in a Day,1979M05,Rosslare,Millimetres,17.6
Most Rainfall in a Day,1979M05,Shannon airport,Millimetres,22.7
Most Rainfall in a Day,1979M06,Belmullet,Millimetres,13.4
Most Rainfall in a Day,1979M06,Birr,Millimetres,14.0
Most Rainfall in a Day,1979M06,Valentia Observatory,Millimetres,16.3
Most Rainfall in a Day,1979M06,Casement,Millimetres,11.8
Most Rainfall in a Day,1979M06,Claremorris,Millimetres,7.3
Most Rainfall in a Day,1979M06,Clones,Millimetres,5.6
Most Rainfall in a Day,1979M06,Cork airport,Millimetres,18.0
Most Rainfall in a Day,1979M06,Dublin airport,Millimetres,15.3
Most Rainfall in a Day,1979M06,Galway,Millimetres,22.9
Most Rainfall in a Day,1979M06,Kilkenny,Millimetres,14.9
Most Rainfall in a Day,1979M06,Malin head,Millimetres,14.3
Most Rainfall in a Day,1979M06,Mullingar,Millimetres,10.7
Most Rainfall in a Day,1979M06,Roches Point,Millimetres,15.6
Most Rainfall in a Day,1979M06,Rosslare,Millimetres,16.9
Most Rainfall in a Day,1979M06,Shannon airport,Millimetres,12.1
Most Rainfall in a Day,1979M07,Belmullet,Millimetres,15.5
Most Rainfall in a Day,1979M07,Birr,Millimetres,12.8
Most Rainfall in a Day,1979M07,Valentia Observatory,Millimetres,8.8
Most Rainfall in a Day,1979M07,Casement,Millimetres,7.8
Most Rainfall in a Day,1979M07,Claremorris,Millimetres,4.6
Most Rainfall in a Day,1979M07,Clones,Millimetres,6.2
Most Rainfall in a Day,1979M07,Cork airport,Millimetres,6.7
Most Rainfall in a Day,1979M07,Dublin airport,Millimetres,22.2
Most Rainfall in a Day,1979M07,Galway,Millimetres,9.0
Most Rainfall in a Day,1979M07,Kilkenny,Millimetres,5.0
Most Rainfall in a Day,1979M07,Malin head,Millimetres,10.3
Most Rainfall in a Day,1979M07,Mullingar,Millimetres,14.2
Most Rainfall in a Day,1979M07,Roches Point,Millimetres,6.9
Most Rainfall in a Day,1979M07,Rosslare,Millimetres,2.3
Most Rainfall in a Day,1979M07,Shannon airport,Millimetres,6.0
Most Rainfall in a Day,1979M08,Belmullet,Millimetres,20.4
Most Rainfall in a Day,1979M08,Birr,Millimetres,13.2
Most Rainfall in a Day,1979M08,Valentia Observatory,Millimetres,28.3
Most Rainfall in a Day,1979M08,Casement,Millimetres,8.8
Most Rainfall in a Day,1979M08,Claremorris,Millimetres,32.8
Most Rainfall in a Day,1979M08,Clones,Millimetres,17.2
Most Rainfall in a Day,1979M08,Cork airport,Millimetres,14.8
Most Rainfall in a Day,1979M08,Dublin airport,Millimetres,19.3
Most Rainfall in a Day,1979M08,Galway,Millimetres,13.9
Most Rainfall in a Day,1979M08,Kilkenny,Millimetres,11.9
Most Rainfall in a Day,1979M08,Malin head,Millimetres,11.4
Most Rainfall in a Day,1979M08,Mullingar,Millimetres,28.8
